Raion_Name,LPA_Name,Cuatm,Population (2024 Census),Percentage change 2024-2014,Pop_2024,In-Scope,In Cluster,Cluster Source,Auto_Status,Manual_Status,Manual_Source,Final_Status,Final_Source
Briceni,Briceni,1401,4. 5K - 10K,-20.91%,"5,785",TRUE,Briceni-04,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-04.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialeora%C8%99ul-briceni-satul-tabani-satul-cotiujeni-%C8%99i-comuna-berlin%C8%9Bi-2304343.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-04.txt
Briceni,Bulboaca,1417,1. < 1500,-35.81%,509,TRUE,FALSE,FALSE,FALSE,2. Working Group,https://actelocale.gov.md/ral/act/previewAct/5399116/2267240?_dc=1785000279,2. Working Group,https://actelocale.gov.md/ral/act/previewAct/5399116/2267240?_dc=1785000279
Briceni,Caracuşenii Vechi,1419,2. 1.5K - 3K,-32.78%,"2,629",TRUE,Briceni-03,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-caracu%C8%99enii-vechi-corjeu%C8%9Bi-balasine%C8%99ti-2303986.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-03.txt
Briceni,Colicăuți,1420,2. 1.5K - 3K,-29.57%,"2,025",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-și-completarea-deciziei-nr-31-din-27042026-privind-inițierea-procesului-de-amalgamare-voluntară-2265609.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-și-completarea-deciziei-nr-31-din-27042026-privind-inițierea-procesului-de-amalgamare-voluntară-2265609.html
Briceni,Corjeuți,1422,3. 3K - 5K,-32.33%,"4,495",TRUE,Briceni-03,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-corjeu%C8%9Bi-caracu%C8%99enii-vechi-%C8%99i-balasine%C8%99ti-2304598.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-03.txt
Briceni,Coteala,1423,1. < 1500,-29.54%,"1,338",TRUE,FALSE,FALSE,FALSE,4. Final Meeting Scheduled,https://actelocale.gov.md/ral/act/cu-privire-la-convocarea-adunării-generale-a-cetățenilor-privind-inițierea-procesului-de-amalgamare-voluntară-2262625.html,4. Final Meeting Scheduled,https://actelocale.gov.md/ral/act/cu-privire-la-convocarea-adunării-generale-a-cetățenilor-privind-inițierea-procesului-de-amalgamare-voluntară-2262625.html
Briceni,Cotiujeni,1424,2. 1.5K - 3K,-35.41%,"2,200",TRUE,Briceni-04,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-04.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamare-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorial%C4%83-ora%C8%99ul-briceni-satul-cotiujeni-comuna-berlin%C8%9Bi-%C8%99i-satul-tabani-2305017.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Briceni-04.txt
Briceni,Criva,1425,1. < 1500,-35.71%,920,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/cu-privire-la-initierea-de-amalgamarea-voluntara-a-unitatilor-administrativ-teritoriale/16981,3. Draft Consultation,https://particip.gov.md/ro/document/stages/cu-privire-la-initierea-de-amalgamarea-voluntara-a-unitatilor-administrativ-teritoriale/16981
Briceni,Drepcăuți,1426,1. < 1500,-39.85%,"1,316",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-cu-privire-la-initierea-amalgamarii-voluntare-a-unitatilor-administrativ-terito/16980,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-cu-privire-la-initierea-amalgamarii-voluntare-a-unitatilor-administrativ-terito/16980
Briceni,Grimăncăuți,1428,2. 1.5K - 3K,-28.44%,"2,854",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-2239177.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-2239177.html
Briceni,Halahora de Sus,1429,1. < 1500,-40.11%,951,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-și-completarea-deciziei-nr-31-din-22062026-cu-privire-la-inițierea-pocesului-de-amalgamare-voluntară-2286664.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-și-completarea-deciziei-nr-31-din-22062026-cu-privire-la-inițierea-pocesului-de-amalgamare-voluntară-2286664.html
Briceni,Hlina,1432,1. < 1500,-33.50%,647,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-satului-hlina-cu-ora%C8%99ul-lipcani-satul-beleavin%C8%9Bi-satul-slobozia-%C8%98ireu%C8%9Bi-satul-%C8%98ireu%C8%9Bisatul-pererita-satul-drepc%C4%83u%C8%9Bi-%C8%99i-satul-criva-2307565.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-satului-hlina-cu-ora%C8%99ul-lipcani-satul-beleavin%C8%9Bi-satul-slobozia-%C8%98ireu%C8%9Bi-satul-%C8%98ireu%C8%9Bisatul-pererita-satul-drepc%C4%83u%C8%9Bi-%C8%99i-satul-criva-2307565.html
Briceni,Larga,1433,2. 1.5K - 3K,-31.06%,"2,977",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-și-desfășurarea-consultărilor-publice-privind-amalgamarea-voluntară-a-primăriei-comunei-larga-cuprimăria-satului-coteala-și-primăria-comunei-medveja-2258074.html,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-și-desfășurarea-consultărilor-publice-privind-amalgamarea-voluntară-a-primăriei-comunei-larga-cuprimăria-satului-coteala-și-primăria-comunei-medveja-2258074.html
Briceni,Lipcani,1402,3. 3K - 5K,-23.82%,"3,569",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-lipcai-satul-beleavin%C8%9Bi-satul-criva-satul-drepc%C4%83u%C8%9Bi-satul-hlina-satul-pererita-satul-slobozia-%C8%98ir%C4%83u%C8%9Bi-satul-%C8%98ir%C4%83u%C8%9Bi-2307596.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-lipcai-satul-beleavin%C8%9Bi-satul-criva-satul-drepc%C4%83u%C8%9Bi-satul-hlina-satul-pererita-satul-slobozia-%C8%98ir%C4%83u%C8%9Bi-satul-%C8%98ir%C4%83u%C8%9Bi-2307596.html
Briceni,Mărcăuți,1435,1. < 1500,-38.84%,863,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-m%C4%83rc%C4%83u%C8%9Bi-raionul-briceni-comuna-colic%C4%83u%C8%9Bi-raionul-briceni-satul-trebis%C4%83u%C8%9Bi-raionul-briceni-comuna-corest%C4%83u%C8%9Bi-raionul-ocni%C8%9Ba-comuna-b%C4%83lc%C4%83u%C8%9Bi-raionul-briceni-2306885.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-m%C4%83rc%C4%83u%C8%9Bi-raionul-briceni-comuna-colic%C4%83u%C8%9Bi-raionul-briceni-satul-trebis%C4%83u%C8%9Bi-raionul-briceni-comuna-corest%C4%83u%C8%9Bi-raionul-ocni%C8%9Ba-comuna-b%C4%83lc%C4%83u%C8%9Bi-raionul-briceni-2306885.html
Briceni,Medveja,1437,1. < 1500,-37.81%,885,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-medveja-comuna-larga-%C5%9Fi-satul-coteala-2309576.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-medveja-comuna-larga-%C5%9Fi-satul-coteala-2309576.html
Briceni,Mihăileni,1439,1. < 1500,-43.11%,392,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2288441.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2288441.html
Briceni,Pererita,1441,1. < 1500,-43.77%,939,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-satului-pererita-orasului-lipcani-satului-hli/16958,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-satului-pererita-orasului-lipcani-satului-hli/16958
